PAR-MAIL,RZS-CSVP
WLIGSUP,EDBDOEM
WFEUILINF,QZMTMBTLA
WLIGINF,PZKAWZF
WCOD,FSPD
WPOSTE,EIYMXV
WPDEV,UKPEU
WPDEVP1D,NJWTEV4L
WPDEVP1C,DNNLYA0V
WPDEVP2D,RZMHKC2U
WPDEVP2C,XSDFFI1A
WPDEVBM1D,HRGLZLM9I
WPDEVBM1C,TJPKVEG3I
WPDEVRM1D,FBWACXC9W
WPDEVRM1C,LYQQPGC7V
WPDEVPM1D,GXWALEF7H
WPDEVPM1C,FPHKCJM0S
WPDEVBM2D,QYRBXTU6D
WPDEVBM2C,WDRXLZN6B
WPDEVRM2D,VUHZCTG5T
WPDEVRM2C,OOCFYTI4X
WPDEVPM2D,VVBJMQK2F
WPDEVPM2C,LHHVUUE2Y
WPDEVCTRTRIM,ZIXNBMHMYZJC
WSEDICHAN,LKONAAXRP
WSEDICHANSAUT,ADQJEMXYMIKYB
WSEDICHANAPPL,PVQIOVMAKJGFF
WSEDICHANPOST,ESDARVXMUQXDW
WSEDICHANUP,IIYLRUBBNUJ
WSEDICHANETAT,DFNYFMHMSXQOB
WSEDICHANCOLEC,RTLVFYESPFHMYW
WSEDISUP,TAUWHEKR
WSEDISUPSAUT,SGKCUKEXDFTN
WSEDISUPAPPL,VSCZNAQIPAWF
WSEDISUPPOST,EQAYISIGLZXS
WSEDISUPUP,YQXRMCVVXS
WSEDISUPETAT,KAXUMFVFBBWC
WSEDISUPCOLEC,XWURFNNLYGHNI
WSEDIINF,BJPBMDAF
WSEDIINFSAUT,RZYXAMTBBLJS
WSEDIINFAPPL,TXPVIOYLVVIN
WSEDIINFPOST,LMXTHYLKNNJV
WSEDIINFUP,IDOFCEXSDY
WSEDIINFETAT,MPFDOGCYHIYO
WSEDIINFCOLEC,SGJINAUMBPRAZ
WAAAAMMJJ,VEXWHBNKQ
WAAAA,IATXL
WDAA,UKWT
WDMM,VWPZ
WDJJ,OYXN
FIN-FICH,QNF-OZWT
ART-MOUV,EMF-SUTE
FF,FF
FLAG1,DMXD9
WPAGE,KEUXG
WPARDEV-LIBTG,HKXBCRA-NUIMV
WMOUVFRAIS,UHLIGHGLRY
WMOUVPOST,PXREOKCVV
WMOUVDAT,ORWNYOTE
WDATA,MGVQB
WDATM,BQOWV
WDATJ,CESGC
W-POSLIGN11,W-BESFHNC04
W-FPARDEV-LIBTG,W-GXKDGXT-RIQSX
W-PAGE,W-DVPR
W-DATEJ,W-WAHBL
W-JJJ,W-TZE
W-MMJ,W-PTZ
W-AAJ,W-SAR
WEDILIGTIR1,VWLXQBOVMI1
W-POSLITIR1,W-GJICCNVF5
WEDILIGNINT,GADGOVWOXOG
W-POSLIGINT,W-NUQAYJTRP
WEDILIGTIR2,ECRHEUNBTF4
W-POSLITIR2,W-FAQTXYME3
WEDILIGDET,ODOWTSRQOZ
W-POSLIGDET,W-QCGHGCHOZ
W-DATDET,W-SEUDOO
W-JJDET,W-KZQTS
W-MMDET,W-PTIZT
W-AADET,W-BCQIZ
W-NUMCHEQ,W-THVVPKQ
W-MONTANT,W-GSIMAPN
W-LIBELLE,W-OAUFALG
W-SIGN,W-XQLX
W-FRAIS,W-ZQYHX
W-OBSERV,W-YTGNVA
WEDILITOT,RKIMJWCRI
W-POSLIGTOT,W-VOLXCNPLR
W-TOTAL,W-MIZPY
WEDILIGNOT,KIHDVNPMKH
W-POSLIGNOT,W-IUKGUUIQG
ENTA,WTET
DATENT,LXUPQC
ECRSORT,CTYVOGN
CLESORT,ZUGCOKC
CTLEC,QHFYM
CTECR,YSQAB
CTR9,WFQ6
ZW1,CI1
ZW,ZW
ZW9,WY7
ZWFIN,EHBTY
FCUME,BBUZJ
GCVCA,GCVCA
GCVCA-ART,INTAR-YDP
WSEDIART,FMMLCWAM
WTIT1,IOTX3
TITRE1,QSAYH0
W-FEUIL,W-MXFMH
WTIT2,TAJE7
W-POST,W-IQBX
W-MOISED,W-KEMKTJ
W-JJED,W-MCIL
W-MMED,W-NVIM
W-AAED,W-NEHW
WTIT3,AYBM3
W-COMPT,W-WEMVE
WTIT4,AZFR6
WTIT5,BEUU8
WTIT6,NVBF8
WTIT8,IWLD3
W-TIT,W-KPD
W-DEBANT,W-DVZOOX
W-DEBANTCODMON,W-ECALYSXBNELA
W-CREANT,W-CXCIDS
W-CREANTCODMON,W-DDEHQPFEKABV
W-SOLANT,W-AGYGAD
W-SOLANTCODMON,W-QJLBKSNLAGVK
W-LIG,W-UWP
W-JJLIG,W-DCOIM
W-MMLIG,W-BZJTA
W-AALIG,W-FBVGK
W-DEB,W-RLD
W-DEBCODMON,W-RTECUAPYE
W-CRE,W-BQL
W-CRECODMON,W-SJPLTRJWH
W-SOL,W-JIO
W-SOLCODMON,W-DQDKRXZNY
W-TABMOIS,W-TLYNLWR
W-TABBID,W-NNDKFN
W-MOIS,W-KXFE
W-DATMACH,W-CTXCVAC
WAA-MACH,ESB-DJEZ
WMM-MACH,OFD-WCGC
WJJ-MACH,NIE-ROME
W-IDENT,W-BJZEX
W-POSTCUME,W-RQPQCAMZ
W-MMCUME,W-KTAQON
W-NATCUME,W-ODKSWKI
W-CTECUME,W-OKAITJT
W-RES,W-IOH
W-POSTRES,W-DLVWRSL
W-RESANT,W-DEFSOX
W-SOLRES,W-FSKDGA
W-CUMDEB,W-JKXUAW
W-CUMCRE,W-QRMMWN
W-RESDEB,W-OKBFSS
W-RESCRE,W-SLWHEF
W-CREMOIS,W-TEGHYZW
W-DEBMOIS,W-TMAWKRU
W-BALANCE,W-ZYSCFLC
WCTRLIG,EOMNXOG
W-BALANCE-DEBIT,W-ANDMRLS-OBAOA
W-BALANCE-CREDIT,W-HQMBXPH-VFBOER
WCTL,JGHY
WTOTAL,IENMUH
W-FCUMORIG,W-YXNYAXWY
W-FCUMORI,W-QLJAZOX
W-FCUMORDO,W-GBQIXDNJ
WORIG1,XBMWQ6
WORIGUN1,UOHPFYQ1
WORIGUN2,TVRRDDD4
WORIG2,WYRMY3
WORIGDEU1,QTLJJKJE5
WORIGDEU2,WLGYFKFO4
WORIGDEU3,STJTPCCJ3
WSAUV,KYSJU
WMOIS,BMKHT
WNAT,MDOH
WEMET,FDVNV
WCOMP,NEWIE
WORIG,IWKFZ
WAPP1,TXEJ0
L1TIT,F0LPI
L1PAG,X9KFU
WAPP2,RMCI6
L2POST,T6QGTH
L2MOIS,W0FIDD
L2JJ,M6QP
L2MM,L4CY
L2AA,U7ZV
WAPP3,LKQW5
L3COMP,G7QWAO
WLIGEMET,QNMPVXHU
WAPPEMET,WSOVZPFT
WLEMET,PMMJLI
WAPP4,WPRC3
L4AST,Y5XWA
WAPP5,GHGR0
WAPP6,VKLJ4
WAPP7,GZXF9
L7TAB,M9BQW
L7ESP1,D0RKX3
L7ORIG,H8QTNJ
L7ESP2,C9EAK1
L7MONT,V5QKDC
L7CODM,V5NPLZ
L7ESP3,E1UDA9
WLIG8,ITTT6
WAPP8,VCMP3
L8COMP,V2RLLX
L8TOT,A9ONP
L8CODM,M2LSNU
FBASE1,PWAPJ0
FBASEPOST2,YJIJBRMNL4
FBASEPOST11,LYJSEMVIQ87
FBASEPOST22,TBMRYXWNP78
FBIDCHQ,BGJHVDB
FIL1,LJL8
FBASECHQ2,JHTNSLRU8
FBIDMONT,MSEPRUMF
FIL2,VPO1
FBASEMONT2,DZUUBVBCL4
FBIDMONT1,IBTOWNTM4
FBIDEMET,VGMHELHL
FBASEEMET2,ONYNHKNUO6
FBASEIMPRE3C,VHKXWGKBWD1C
FBASEDATREG,RFWNINLAPOX
FBASEAAR,TCWMSUNP
FBASEMMR,TAHZDRDM
FBASEJJR,NASSSRUU
FBASEAAO,DFBPQGLR
FBASEMMO,CKAHSJZU
FBASEJJO,UXCHKQAJ
FBASEAAM,GCPWMIZK
FBASEMMM,FAQGJLIC
FBASEJJM,HILNAPIK
FBIDDATMAIN,ZZGZMJGWGJV
FBASEMJM,HOAQCLGT
FBASEAAI,SKLNBHMR
FBASEMMI,MVQQJGVA
FBASEJJI,KTWDBEWF
FBASEAACPTA,RRJMTNEMSZV
FBASEDATTRSF,EJZDGOLRRDPW
FBASEE-A-T,SMPXEF-U-K
FBASEOP1BDIC,YSKUAZE1OOJH
FBASEELEMBDIC,AUQDERXCAGVXQ
FBASECODEMARPNC,FTBXSOBAJBMPEFT
FBASEDATEMARPNC,JQYIZVUXBHUCYJY
FBASECODOPPOPNC,DXETBZLNMHJTBWK
FBASEDATOPPOPNC,XGJGBXLHVDDBYQJ
SSEDI,GGNPR
SSEDI-SAUT,RHTKI-SHPC
SSEDI-ART,EHWPQ-KEH
SSEDI2,EYNCS4
SSEDI-SAUT2,SIFOP-URTF9
SSEDI-CODE,ZPHYX-SPUZ
SSEDI-POST,UNYPY-MPNM
SSEDI-GCVT,QFXTT-IJID
SSEDI-ART2,FKWYV-JYL5
FANN2,WLXX9
WPOSTRES,HYCDKIUA
WCTRPAG,VASXFMT
WBASECT,UKGIICK
WBASETOTCPTE,YGSQZTNNREKN
WBASETOTEMET,YYMWMKCIGOKS
WBASETOTORI,SLHGFNOLFLL
WPREM,TDBJV
WAIG,IAVV
WFBASE,MWHERF
W-NUMORDRE,W-WFPPBAMY
WNUM-ORDRE,FQTP-MYMON
WANN2,LEEP8
WANN2-POSTE,KZZO4-IFCGA
WANN2-UP,VYNV6-MV
WANN2-COMPTE,WBSR4-WEBLWO
WANN2-EMETTEUR,FHEX6-YVXRFNGC
WANN2-GESTION,DPLK6-RBRPVIJ
WANN2-MONTANT,XRMV2-ICXOFDO
WTITNAT,HTEDYUZ
WTITNAT2,DGFRFGC8
W-COMPTIT,W-YXENHJF
W-JJEDIT,W-KLEHSE
W-MMEDIT,W-PFICMX
W-AAEDIT,W-OSIELY
W-POSTIT,W-VQUUKB
W-AATIT4,W-YIMIO8
WTIT7,ERSU6
WAPPL1,HMECU0
W-EMET,W-HGUX
W-MIN,W-MOP
W-ORD,W-QDZ
W-JJEMIS,W-HMXBQQ
W-MMEMIS,W-WYBJUW
W-AAEMIS,W-BLAEJW
W-NUMCHQ,W-OWETZR
W-MT,W-TW
W-BENEF,W-LSZFH
W-NUM-ORDRE,W-QII-QRFCR
WAPPL2,CKSFX3
WL2TOT,RF6MJG
WAPPL3,WXZLL8
WEMET3,ACIQQ1
WL3TOT,XL2EZW
W-BXKTOT,W-UNFJIT
WAPPTOT,HIPXUPZ
W-MTOT,W-OVDF
W-TIT9,W-SZT9
WAPP9,DTRR0
WBASEAA,IGAJJLE
FANT2,SGMZ6
DATETRAIT,QORHOZKGO
WCTRLU,QQMDUG
WROUTE,LMDUFI
SAUTPAGE,SAFNZFZI
WANTART,FERLDMR
WANTCLE,PARENCE
WANTPOST,WLJLGZEG
WANTEX,TZHXHE
WANTCT,LFTOJB
WANTNAT,CDZVECE
WANTDEBI,RYILRYBJ
WANTCREDI,QTGXPDAGO
WANTDEBIP,WRXQVNHDU
WANTCREDIP,GMWEDJCFGI
WANTANTA,GDOVCOEX
WANTANTB,ZKDXBVIZ
W9999ART,Z9075MKX
W9999CLE,I2727DEZ
W9999POST,Q8392ABQI
W9999EX,Y9583RG
W9999CT,V7284AJ
W9999NAT,P6518IOS
W9999DEBI,J5665LBEU
W9999CREDI,Q4924ODNTY
W9999DEBIP,C1450CPPVP
W9999CREDIP,M2769VJHXLA
W9999ANTA,K3014KLVA
W9999ANTB,Q3540OLGB
WMT1,CIV8
WMT2,DUD9
WMT3,CZE1
WMT4,QWM4
WSTATANT,SJFVXZMF
CTRDEL,SQBYBK
CTRKEEP,CUZJXRC
WDAT-1,YQTN-5
FTRSF,APAVX
STRSF,KVJYT
WSTRSREPR,YJGBPNEXB
WPOSTREPR,MCVTOYAUQ
WSTRSPAG,ASYEUNJO
WSTRSTIT1,SZIXCCKF5
WSTRSTIT2,CHENUYVJ1
WSTRSTIT3,MFUPBKEH2
WPOST3,HYUZR0
WSTRSPOST,SDESNEIVU
WSTRSJJ,EQFPUHB
WSTRSMM,XMEEKMA
WSTRSAA,XABEKWU
WSTRSTIT4,OBIJNNUB0
WSTRSST4,CXEVSUO9
WPOST4,HEWOB2
WSTRSTIT5,RAAEDMXD4
WPOST5,JRDEZ9
WSTRSBLANC,GJCDNHRRWP
WPOSTBLANC,JPFVRWBYKY
WSTRSDET,LKBLSIWP
WSTRSSAUT,PGDFAOKSR
WPOSTDET,FICSOCDP
WSTRSCHQ,BOJRSXCX
WSTRSMONT,CNESAUARA
WSTRSEMIS,JICJMZCUT
WSTRSGEST,UJVOQHOTU
WSTRSORIG,EADHFVPKZ
WSTRSNUMTIT,QKXWDYPPPVC
WSTRSIMPACT1,VSNHIOCAXEK6
WSTRSIMPPREC1,QCITUCNOADJV6
WSTRSDAT1,IUVCTEDS0
WSTRSIMPJJ1,HMCPFGVVOR1
WSTRSTIR11,DVLWRSKN29
WSTRSIMPMM1,GJRVSURPGB5
WSTRSTIR12,QXKTOEEN63
WSTRSIMPAA1,MFIAKVUXJF8
WSTRSIMPACT2,MLJUHWTIZXE4
WSTRSIMPPREC2,VDPANPNQGJDE5
WSTRSDAT2,PJRVCTJA7
WSTRSIMPJJ2,CIQYTDNUIY6
WSTRSTIR21,XULIZQAS42
WSTRSIMPMM2,UYJEGUWHXV7
WSTRSTIR22,DOLOLCRB66
WSTRSIMPAA2,QRTWNSMVGK6
WLIGN,GJERC
WLIGN5,CRDHD1
WAN-1,OJE-8
WORIG1A8,RKIHX3G9
WORIG9,PKYKX9
WORIG11,OFDIM15
WORIG8,UZPPB9
WSTRSNAT,MFKFGRTM
GCVAT,GCVAT
CATCP-ART,CKMBZ-KKD
WECR,UEQT
WTEST,HRJMR
CTART,XZMSY
CUMEMICHQ,IIDBNNZYG
CUMEMACHQ,DONHTPAXW
CUMEMIOP,BFDKFLRG
CUMEMAOP,QGTCZHHM
WTITSEDI,RQWAHUFF
N-FEUEIL,T-IFJERX
LIGBLAN,NUHFKMI
WTIT9,TNPK8
LIG,LPD
WEMICHQ,DQCPGQK
WEMACHQ,FCXIWGU
WEMIOP,UVPIQT
WEMAOP,NUORIW
WLEC,GPXB
ART-ENTRE,WHE-BBQOS
ART-GCVTI,JOW-HUDNU
J,J
K,K
L,L
Z,Z
TROUVE,POJQKH
TOBLE,GXUKQ
TOBLES,WHDFKR
E-TOBLES,T-RQERXL
T,T
WW-DATE,QL-MCQI
WW-AA,YW-TZ
WW-MM,YW-SD
WW-JJ,LI-LX
W-SS,W-KA
W-TIME,W-JRDW
W-HE,W-AR
W-MI,W-TW
W-SE,W-EO
W-DI,W-OC
FEIC-ART01,QXNR-DSF35
FEIC-CLE,PPAS-LNA
FEIC-IND01DEBUT,TSHJ-LBR35SNUBS
FEIC-LONG-ART01,WZHF-XDCM-CAY63
FEIC-CODENRG,WBBP-RURWQVR
FEIC-URGENCE,ECZH-GUJPALA
FEIC-INDPRES,LGBQ-IGCJTIU
FEIC-INDREGROUP,PSQM-CUTAXRGBTE
FEIC-INDPRESGLOB,ZFAD-FVIJSFQZIZO
FEIC-RESPHLEI,CIIE-DMCRUICX
FEIC-RESPTARIF,SBDL-MWHYJHYYZ
FEIC-INDDIFLGOP,XEJT-JYMKNLBCXI
FEIC-LONGOP,MEKE-EFPGFZ
FEIC-ANOTOLERE,TAKT-FTRYGCNUX
FEIC-TRIOPDEST,AYCN-MCEKNMTEK
FEIC-NUMREMISE,OGTT-SACIEIRNR
FEIC-DATECONSTREMISE,DHIP-QXJICVEHVQDOAMU
FEIC-DATEECHANGE,MRXB-KMVVBCIRTVU
FEIC-CODBQUEPRESENT,VKKQ-VRIBYMYFAHEFOA
FEIC-TYPEIDENT,UIFP-YMIZWEGGM
FEIC-CODECATEG,YPED-NETNDZDMH
FEIC-DATEREGLT,GXTC-LSQAZNXZZ
FEIC-CODDEVISE,KSMI-IWPMEDRGJ
FEIC-NUMSEQ,DSAJ-FVNRBO
FEIC-LIBELLE,KRYT-BMULPPG
FEIC-CODEETABLT,QMUS-EECJPRPLZB
FEIC-NOMREMET,ZYAV-KXHBTWPH
FEIC-CODEREMET,KXTP-LDSIHIXUP
FEIC-ART02-IC,EKGZ-FBP91-LL
FEIC-IC-INDICDEBUT-S1,SYKQ-FY-BBHEPPXJKN-G1
FEIC-IC-LONGART-S2,EYYD-RJ-SKIOJUS-Y9
FEIC-IC-CODENRG-S3,FVCB-BD-MUQEQHZ-U4
FEIC-IC-CODEOP-S4,GRNB-UF-GWWYRW-E0
CODEOP,OWDGSB
FEIC-IC-SITDIV1-S5AS9,VNLJ-MT-EZFVIH7-K9JI4
FEIC-IC-CODDEVISE-S10,PCIR-HR-WABQMOOMC-D95
FEIC-IC-MONTANT-S11,KDZX-DH-ZENONCA-F43
FEIC-IC-SITDIV2-S12AS19,MFNZ-IM-LMJAVS2-B79CS73
FEIC-IC-BQUEDIV1-B1AB3,CYCF-ZM-BBYRBGU6-M8CU3
FEIC-IC-CMC74-B4,JXGE-MN-VAR03-O7
FEIC-IC-CMC73-B5,YKUK-AL-SGQ80-L8
FEIC-IC-CMC72-B6,VUAI-EU-RMP50-B8
FEIC-IC-BQUEDIV2-B7AB11,TLSB-RF-JRRHRDX0-K1QR94
FEIC-ART02-ODRIC,YQEF-PWJ10-BEHOI
FEIC-ODRIC-INDICDEBUT-SE1,IIBK-JLOCM-OHSYVUFWOK-VS6
FEIC-ODRIC-LONGART-SE2,QGDJ-XHFUN-GITIGTQ-YH6
FEIC-ODRIC-CODENRG-SE3,RIQE-BWESN-YXMOYWZ-XK6
FEIC-ODRIC-CODEOP-SE4,LABN-FFKPU-CLLGZC-YF0
FEIC-ODRIC-SITDIV1-SE5ASE9,HXMF-ITJES-EQKHMO4-AY0QKK7
FEIC-ODRIC-CODDEVISE-SE10,TUEU-TCZFQ-NSYCPPVDE-MS03
FEIC-ODRIC-MONTANT-SE11,XTDW-FFNAQ-MFMXGSA-LX35
FEIC-ODRIC-SITDIV2-SE12ASE19,VCAB-FUGFV-FHRADQ4-VX92USJ20
FEIC-ODRIC-BQUEDIV-BE1ABE8,YRXO-MQEOD-UXFSKIR-ZH2LZT4
FEIC-ODRIC-SIT-SI,DGSQ-ZLLDK-IEJ-KI
FEIC-ODRIC-BQUEDIV1-SI,DVND-SOYGR-LCMBLYL3-IE
FEIC-ODRIC-CMC74-SI,KKPZ-HDPJD-JXG37-WI
FEIC-ODRIC-CMC73-SI,PRTC-CQGUW-EHO04-XO
FEIC-ODRIC-CMC72-SI,NGQO-LKTQQ-PSU96-GL
FEIC-ODRIC-BQUEDIV2-SI,OZFI-XDSOW-RSWCGTH3-SV
FEIC-ART02-OCRIC,LDEW-NGC37-IICLS
FEIC-OCRIC-INDICDEBUT-SE1,DACH-YVHNR-LCOERIGLYP-XT3
FEIC-OCRIC-LONGART-SE2,AFAK-PXMJN-FYXLOUN-JQ9
FEIC-OCRIC-CODENRG-SE3,IYAO-WWBUZ-HJPZOVS-SB1
FEIC-OCRIC-CODEOP-SE4,HARS-YTZRA-SNUZUY-UK8
FEIC-OCRIC-SITDIV1-SE5ASE9,ZOIF-KEZBW-LKQABA5-MI4MSK0
FEIC-OCRIC-CODDEVISE-SE10,MJYH-VQCRF-PXLUYGMNX-GZ06
FEIC-OCRIC-MONTANT-SE11,OKGV-HEACQ-XLTEMYW-GF67
FEIC-OCRIC-SITDIV2-SE12ASE19,LMMG-WQGWC-UJMPMI3-VX23CBP96
FEIC-OCRIC-BQUEDIV-BE1ABE8,XGUN-DBOJO-IYHHFMT-DE9THV5
FEIC-OCRIC-SIT-SI,EPOB-MBECH-VPG-PV
FEIC-OCRIC-BQUEDIV1-SI,QNSM-FFBEZ-IYKQCJP5-YH
FEIC-OCRIC-CMC74-SI,TEQR-AYVBU-QKI63-RT
FEIC-OCRIC-CMC73-SI,SVHC-HXJCU-OOP49-XK
FEIC-OCRIC-CMC72-SI,QFEU-POFUI-SZT92-UK
FEIC-OCRIC-BQUEDIV2-SI,XSPE-NPEBZ-XWZJXZS2-FA
FEIC-ART02-ONC,KSUL-HIJ26-ZPK
FEIC-ONC-INDICDEBUT-SE1,BZRZ-OTR-IENYNHWHNK-KQ6
FEIC-ONC-LONGART-SE2,SVAL-KQZ-SJHHFNV-GK0
FEIC-ONC-CODENRG-SE3,ZEFU-HNV-UUUKTBZ-IW1
FEIC-ONC-CODEOP-SE4,VCGX-RZH-HKSRWJ-VK5
FEIC-ONC-SITDIV1-SE5ASE9,IEKS-IGA-WLRCCJ1-MD7XDW6
FEIC-ONC-CODDEVISE-SE10,KLDZ-RMI-QKCVKOVAH-VY71
FEIC-ONC-MONTANT-SE11,IADB-UOH-SWCJQRX-KV41
FEIC-ONC-SITDIV2-SE12ASE19,FPPW-NXB-GCRZFJ1-JQ83OLY21
FEIC-ONC-BQUEDIV-BE1ABE8,BTCO-UTW-UENVYSP-RL1FYU3
FEIC-ONC-SIT-SI,KYKD-XHD-GPR-RL
FEIC-ONC-BQUEDIV1-SI,WTYV-RGF-EQODTGW0-WB
FEIC-ONC-CMC74-SI,XYZG-BEJ-YEB89-NU
FEIC-ONC-CMC73-SI,QKZY-MYJ-ROP45-PQ
FEIC-ONC-CMC72-SI,XSGU-OXS-GBF02-GE
FEIC-ONC-BQUEDIV2-SI,EBRT-EOX-DYODAWI2-SZ
FEIC-ART02-AIC,RCJI-LKW22-IZJ
FEIC-AIC-INDICDEBUT-SA1,RKYK-GSZ-FJUVIFAWOS-QC5
FEIC-AIC-LONGART-SA2,YNLQ-FPI-BPIHONZ-IC3
FEIC-AIC-CODENRG-SA3,GDAK-YFM-PWXLVMY-GH9
FEIC-AIC-CODEOP-SA4,FEMR-RVO-YPIBID-AL8
FEIC-AIC-SITDIV1-SA5ASA9,FBEQ-MOT-HUOIEG9-XC1FZU7
FEIC-AIC-CODDEVISE-SA10,JTHW-NOD-SBHCXWYZB-PY31
FEIC-AIC-MONTANT-SA11,BUWP-ZOG-NLPTSZE-WL10
FEIC-AIC-SITDIV2-SA12ASA19,BNDI-ZHC-AQZFZX5-VB62OHF88
FEIC-AIC-BQUEDIV-BA1ABA4,YAMN-PXD-RGVUFGI-DF2QDI5
FEIC-AIC-SIT-SI,UWRS-YQL-ODG-AY
FEIC-AIC-BQUEDIV1-SI,ESAN-MVB-PMSRXOR8-TO
FEIC-AIC-CMC74-SI,THTD-KDR-CVB38-WJ
FEIC-AIC-CMC73-SI,JHDD-TTF-XLV20-EJ
FEIC-AIC-CMC72-SI,SSZV-ZGS-PQI45-FP
FEIC-AIC-BQUEDIV2-SI,VQUR-PZI-XTSLFVH8-YW
FEIC-ART02-RARIC,CHBV-HCE40-CCALE
FEIC-RARIC-INDICDEBUT-SRA1,ICGI-YBSFK-UFLWXSTYJX-ECD7
FEIC-RARIC-LONGART-SRA2,RWJV-QLHBZ-VYXPTBL-BMM6
FEIC-RARIC-CODENRG-SRA3,BJNC-BCVTN-VJOMAUU-XJU7
FEIC-RARIC-CODEOP-SRA4,VQAG-AUEJA-PSVUQN-FSF3
FEIC-RARIC-SITDIV1-SRA5ASRA9,WDIM-ECNDL-WBXEOO5-TKH3TPGT3
FEIC-RARIC-CODDEVISE-SRA10,HXXB-TELPT-RJUQJJBLU-FQT12
FEIC-RARIC-MONTANT-SRA11,QJZA-CEEVJ-THIEQCM-YAD53
FEIC-RARIC-SITDIV2-SRA12ASRA19,QXLW-NWPPJ-LLOFDM6-AWH83YNEL04
FEIC-RARIC-BQUEDIV-BRA1ABRA4,GQSE-WTEJL-XWWMOBA-VDM5HKMS7
FEIC-RARIC-DIVOP,JUQI-AIURX-QPURR
FEIC-RARIC-SIT-SI,SWGY-SEJOY-JZM-EH
FEIC-RARIC-BQUEDIV1-SI,BSAD-DNLPY-WQXBGIW8-RS
FEIC-RARIC-CMC74-SI,LFYY-GTHNS-OBI49-PL
FEIC-RARIC-CMC73-SI,WWVV-BMMIA-TKR25-FA
FEIC-RARIC-CMC72-SI,OVOE-YWJIB-DUI07-PL
FEIC-RARIC-BQUEDIV2-SI,JYBM-XEWDP-UYCWSLU2-WW
FEIC-ART09,ZMPC-QOI10
FEIC-FIN-INDICDEBUT,ZPQU-VRJ-NICCASLEAQ
FEIC-FIN-LONG-ART09,SLLS-SCK-JASD-FVT41
FEIC-FIN-CODENRG,VQUG-ZAY-DACHWKG
FEIC-NBREOP,FUAJ-ETFUZD
FEIC-MONTOP,MNIS-XZJRQG
FEIC-FIN-CODEOP,HMFE-OHD-NWTBKV
FCODEOP,PRFHZYL
FEIC-FIN-CODDEVISE,XIWV-RGX-IZQROTPDN
FEIC-FIN-NUMSEQ,UQQE-RDX-KVWXXP
FEIC-FIN-LIBELLE,HWHO-ZSM-CJZMXNU
FEIC-FIN-NOMREMET,OODR-AMS-YXPVXRJE
FEIC-FIN-CODEREMET,ODEM-ZMB-BNGIQORJB
GCV-ART,GFR-GGB
GCV-CODIQUE,KWC-JYCOYLU
GCV-ART02-EIC,JUJ-UTP18-WFM
GCVRIC-ART,OVKVTL-LRN
GCVRIC-CODIQUE,BCBOKG-ZSAHWCE
GCVRIC-ART02-EIC,PWFDYP-MCM71-FKB
GCVC-ART,DUYN-LNG
GCVC-CODIQUE,ODBC-LOWIIYD
GCVC-ART02-EIC,PCUX-CRR28-YRL
GCVAN-ART,TRUXA-SNU
GCVAN-SAUT,HNSLN-MCEE
CTRPAGES,AYMWXCQK
CTRLIG,ZQZIIM
WCODIQUE,KNHHXSHV
WCODLOCAL,QNSARFUBP
DEP-BON,QKR-ADG
WCODBANQ,WSUFTCBO
WCODINTERN,ZLGUZYEPAX
WCODCOMPTE,CMJWSWKSHK
WCODCOMPTE2,UKPORWWJEQ3
WCODOP,CQVASY
WNBARTLUS,LNJEDPHTD
WNBOPIC,OHBDCDB
WMONTOPIC,KKBKYNMCL
WNBOPAIC,PLONXHQH
WMONTOPAIC,OEZCBTBOHM
WNBOPRARIC,VAUYBJNEBM
WMONTOPRARIC,OKPHQFRQSSKV
WNBOPOCRIC,HKLFWSMLRN
WMONTOPOCRIC,AFBOFKNAYTGN
WNBOPODRIC,FJYYGBFVVK
WMONTOPODRIC,XOUNYIDZYSVG
WINDOPIC,PSNALHGJ
WINDOPODRIC,GHBUPOUEHWQ
WINDOPOCRIC,FEQEKCDCLAT
WINDOPONC,JFGYTPMOR
WINDOPAIC,BYKBNUODW
WINDOPRARIC,TODVLLNUTLU
WNBOPONC,QRVLVOUI
WMONTOPONC,QTJWOFGMUK
WFLAGEDIT,ZKCBEJADT
WDATEMAR,PBUZNCXN
WDATEREGL,KUOUFSUHG
WEIC-ART01,XUHH-JFF76
WEIC-IND01DEBUT,IUZX-YDE54ZJQWW
WEIC-LONG-ART01,VQYS-JGTX-LUK28
WEIC-CODENRG,VJPU-FGKLABM
WEIC-URGENCE,ZBNK-NOWDFSY
WEIC-INDPRES,SDCU-DSRRYVT
WEIC-INDREGROUP,UPUQ-GZIMYHTYUZ
WEIC-INDPRESGLOB,CPJQ-ALVCPADWMNY
WEIC-RESPHLEI,QXSA-WCWYNHEW
WEIC-RESPTARIF,ZMCX-FCDGGKOQH
WEIC-INDDIFLGOP,XNLE-UCFPDPBFCZ
WEIC-LONGOP,ECUS-QDGSQN
WEIC-ANOTOLERE,GANJ-MPRLBTQXX
WEIC-TRIOPDEST,CMQX-YDBZHVCAX
WEIC-NUMREMISE,HXFU-DOINKGVTJ
WEIC-DATECONSTREMISE,GPXA-NGKVTLJOZDICIXT
WEIC-DATEECHANGE,HURA-NELOYANHSPS
WEIC-CODBQUEPRESENT,IEOI-KLVGAIRRRWSFXP
WEIC-TYPEIDENT,ZAFY-QGOFEUWXZ
WEIC-CODECATEG,GNSI-AKYRDRCJS
WEIC-DATEREGLT,BTKR-SZCTFRPMV
